config_id,embedding,hidden_layer_sizes,alpha,learning_rate_init,max_iter,early_stopping,batch_size,tol,solver,activation,selection_scope,inner_average_precision_0,inner_average_precision_1,inner_average_precision_2,mean_inner_average_precision,inner_rows,runtime_seconds,inner_n_iter_0,inner_loss_0,inner_hit_max_iter_0,inner_convergence_warning_0,inner_n_iter_1,inner_loss_1,inner_hit_max_iter_1,inner_convergence_warning_1,inner_n_iter_2,inner_loss_2,inner_hit_max_iter_2,inner_convergence_warning_2
mlp_c_13,c,"[32,16]",0.01,0.001,300,False,64,0.0001,adam,relu,outer_fold_0,0.9575025038275318,0.9592742960241336,0.954273244883392,0.9570166815783524,722,0.7440139999962412,41,0.008599537302970795,False,False,42,0.008594141596211713,False,False,44,0.008590486327915045,False,False
mlp_c_14,c,"[32,16]",1.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_0,0.9620859848730867,0.9570766337504149,0.9621143534956901,0.9604256573730638,722,4.9603101999964565,300,0.05614101545567974,True,True,300,0.056571404511934424,True,True,276,0.05653604124706,False,False
mlp_c_15,c,"[32,16]",1.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_0,0.962990097296681,0.9463636003466938,0.9615537042573832,0.9569691339669193,722,2.149489600000379,140,0.06355889364276596,False,False,109,0.09184647454888044,False,False,127,0.06192397864497102,False,False
mlp_c_16,c,"[32,16]",100.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_0,0.6182572614107884,0.6182572614107884,0.6399774774774776,0.6254973334330182,722,3.8455998999997973,228,0.6663248971790239,False,False,227,0.6664386475667464,False,False,228,0.6659981510308767,False,False
mlp_c_17,c,"[32,16]",100.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_0,0.6182572614107884,0.6182572614107884,0.6166666666666667,0.6177270631627478,722,2.2145755999954417,130,0.6656925710945556,False,False,128,0.6657165751537514,False,False,129,0.6653202100917304,False,False
mlp_a_00,a,[32],0.01,0.0005,300,False,64,0.0001,adam,relu,outer_fold_1,0.9507815018205248,0.9557097308268646,0.9367389797463338,0.947743404131241,722,1.6076726999963284,256,0.009963514216804081,False,False,182,0.010617694155194169,False,False,223,0.0100393963875784,False,False
mlp_a_01,a,[32],0.01,0.001,300,False,64,0.0001,adam,relu,outer_fold_1,0.9481928755549425,0.9554823633431881,0.9368938224013772,0.9468563537665027,722,0.9106191000028048,172,0.00875939419885952,False,False,106,0.01004766459730013,False,False,118,0.010158816065014937,False,False
mlp_a_02,a,[32],1.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_1,0.9578394408905451,0.9609944947443767,0.9413213142412868,0.9533850832920695,722,1.6881799000038882,274,0.12191569895876171,False,False,231,0.12032581901831058,False,False,202,0.1179032050400404,False,False
mlp_a_03,a,[32],1.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_1,0.9538405847674616,0.9608425142923043,0.9414676435697265,0.9520502475431641,722,1.0823688000018592,148,0.12739083821133945,False,False,152,0.12169951545649327,False,False,131,0.11766197047350463,False,False
mlp_a_04,a,[32],100.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_1,0.9427939212952867,0.9368745875131566,0.9376187956971378,0.939095768168527,722,1.5807757000002312,201,0.6675780685901312,False,False,207,0.6686399678586283,False,False,207,0.6682227265442429,False,False
mlp_a_05,a,[32],100.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_1,0.9425013274307676,0.9383563396949187,0.9316833192909932,0.9375136621388932,722,1.0791625999991084,144,0.6660001054075543,False,False,130,0.6675084650110971,False,False,138,0.6669584824453065,False,False
mlp_a_06,a,[64],0.01,0.0005,300,False,64,0.0001,adam,relu,outer_fold_1,0.958725494366405,0.9573677288938671,0.9389653601060671,0.9516861944554464,722,1.7922890999980154,196,0.013835242295872043,False,False,144,0.01415221043195,False,False,171,0.013704306815077564,False,False
mlp_a_07,a,[64],0.01,0.001,300,False,64,0.0001,adam,relu,outer_fold_1,0.9579489469809842,0.9563883732473208,0.9407224542451187,0.9516865914911413,722,1.415380099999311,144,0.011995904182792049,False,False,97,0.012665747100425073,False,False,142,0.011176226413036979,False,False
mlp_a_08,a,[64],1.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_1,0.9598210022861983,0.9593094099661885,0.9398204013901232,0.9529836045475033,722,2.0017139999981737,197,0.1225950491571049,False,False,178,0.12233076113829881,False,False,204,0.11616586482554589,False,False
mlp_a_09,a,[64],1.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_1,0.9564559626808289,0.9610118881381884,0.9395804204354159,0.9523494237514777,722,1.33085939999728,136,0.12610559864708484,False,False,141,0.12094469702738195,False,False,95,0.1216882090582278,False,False
mlp_a_10,a,[64],100.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_1,0.94505195040241,0.9360458786766149,0.9372548646352474,0.9394508979047576,722,1.608210300000792,154,0.6662625493814746,False,False,144,0.6680591123408781,False,False,148,0.6674847061577842,False,False
mlp_a_11,a,[64],100.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_1,0.9451679180095219,0.934957854782123,0.9355421451368913,0.9385559726428454,722,1.0133356000005733,94,0.6658077229486337,False,False,109,0.6667095120292128,False,False,93,0.6666335742545678,False,False
mlp_a_12,a,"[32,16]",0.01,0.0005,300,False,64,0.0001,adam,relu,outer_fold_1,0.9548428729425872,0.9583867483030942,0.9392578275803525,0.950829149608678,722,1.0645355000015115,138,0.010324632624810171,False,False,112,0.010816031341493022,False,False,142,0.009837697984799795,False,False
mlp_a_13,a,"[32,16]",0.01,0.001,300,False,64,0.0001,adam,relu,outer_fold_1,0.956510483664967,0.9605461660170403,0.9380293383745855,0.9516953293521976,722,0.6580307999975048,91,0.009529037987936495,False,False,76,0.00979124369302404,False,False,79,0.009618106636921031,False,False
mlp_a_14,a,"[32,16]",1.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_1,0.9573078036190006,0.960278924666109,0.9368666839180345,0.9514844707343814,722,2.2904998999947566,283,0.11091437308043614,False,False,262,0.10992150416315773,False,False,241,0.10738336961335886,False,False
mlp_a_15,a,"[32,16]",1.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_1,0.9542237206502527,0.9615500551634004,0.9345708903704686,0.9501148887280406,722,1.3522248000008403,122,0.11472152815398115,False,False,164,0.1096541292285066,False,False,145,0.10751418826264868,False,False
mlp_a_16,a,"[32,16]",100.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_1,0.7834862871169925,0.6182572614107884,0.6166666666666667,0.6728034050648158,722,2.189912400004687,238,0.6669030158252979,False,False,236,0.6679364401688098,False,False,233,0.6677462914136976,False,False
mlp_a_17,a,"[32,16]",100.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_1,0.6141078838174274,0.6182572614107884,0.6166666666666667,0.6163439372982942,722,1.2092581000033533,141,0.6657769008732214,False,False,134,0.6670371147080062,False,False,135,0.666580300534126,False,False
mlp_b_00,b,[32],0.01,0.0005,300,False,64,0.0001,adam,relu,outer_fold_1,0.9814006363361287,0.967462423386626,0.9758818223820288,0.9749149607015944,722,1.157509899996512,133,0.008893742153078353,False,False,96,0.009390168535123075,False,False,125,0.008899496561006446,False,False
mlp_b_01,b,[32],0.01,0.001,300,False,64,0.0001,adam,relu,outer_fold_1,0.9814038618001228,0.9670455421892927,0.9750117712963368,0.9744870584285841,722,0.8274828000066918,97,0.0075574924814008635,False,False,65,0.008165165661141149,False,False,88,0.007632372105894815,False,False
mlp_b_02,b,[32],1.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_1,0.980705203284128,0.9626504847205757,0.9750535048509901,0.9728030642852312,722,1.8530094999950961,174,0.0831692995279176,False,False,208,0.07316503880975272,False,False,178,0.08029695834226287,False,False
mlp_b_03,b,[32],1.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_1,0.9794394933946153,0.9614496665546586,0.9727840227298523,0.9712243942263754,722,1.3397251999995206,125,0.0842556917723524,False,False,120,0.0742477019908302,False,False,139,0.07884648356463567,False,False
mlp_b_04,b,[32],100.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_1,0.9579162739860657,0.952890901430187,0.9470631267440887,0.9526234340534471,722,2.749283600001945,235,0.6351476301902729,False,False,247,0.6365714808928297,False,False,227,0.6379701731856298,False,False
mlp_b_05,b,[32],100.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_1,0.9610165589793421,0.9497864040307158,0.946421957057717,0.9524083066892582,722,1.7505509000038728,136,0.6356685829077405,False,False,163,0.6370487825351336,False,False,178,0.6367491947128829,False,False
mlp_b_06,b,[64],0.01,0.0005,300,False,64,0.0001,adam,relu,outer_fold_1,0.9799427055223773,0.9633126847273004,0.9730067873824046,0.9720873925440273,722,1.5156930000011926,107,0.012031871681827814,False,False,77,0.012490736094768324,False,False,94,0.012126357818872774,False,False
mlp_b_07,b,[64],0.01,0.001,300,False,64,0.0001,adam,relu,outer_fold_1,0.9794975904230185,0.9629059829391405,0.9713400788071078,0.9712478840564224,722,1.2569940000030329,73,0.01094642439353409,False,False,61,0.010753045180301273,False,False,74,0.010410003484814032,False,False
mlp_b_08,b,[64],1.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_1,0.9813818119273765,0.9630943158741685,0.9748722845293538,0.9731161374436329,722,2.8513392000022577,174,0.08122607999980042,False,False,177,0.07147142597290741,False,False,151,0.07911906758053446,False,False
mlp_b_09,b,[64],1.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_1,0.9811694480202889,0.9607853185015356,0.9752658783868209,0.9724068816362151,722,1.2733271999968565,85,0.08886356184560329,False,False,83,0.07543738846281685,False,False,70,0.08114763338680941,False,False
mlp_b_10,b,[64],100.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_1,0.9581078547780448,0.9517971304741887,0.9463904392974285,0.9520984748498874,722,3.4402564999982133,215,0.632884552677919,False,False,207,0.6352323083504416,False,False,169,0.6368947821139068,False,False
mlp_b_11,b,[64],100.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_1,0.9572297981768665,0.9523049917532048,0.9462479435471557,0.9519275778257423,722,2.145796800003154,121,0.6339633885841054,False,False,119,0.6362061033997208,False,False,132,0.637196104893544,False,False
mlp_b_12,b,"[32,16]",0.01,0.0005,300,False,64,0.0001,adam,relu,outer_fold_1,0.9785176668681812,0.957306043769161,0.9710039944629598,0.9689425683667673,722,0.9297434999971301,86,0.009852991008555715,False,False,76,0.00955692463936308,False,False,88,0.009690253871003389,False,False
mlp_b_13,b,"[32,16]",0.01,0.001,300,False,64,0.0001,adam,relu,outer_fold_1,0.9790403808891338,0.9597703446749551,0.9719909203556791,0.9702672153065893,722,0.703711199996178,60,0.009039550329774059,False,False,54,0.008661017570342915,False,False,65,0.008706196101159448,False,False
mlp_b_14,b,"[32,16]",1.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_1,0.9798544104206122,0.9649828878676862,0.973532884217617,0.9727900608353051,722,2.6148849000019254,220,0.08347073008430603,False,False,257,0.07403743696048422,False,False,223,0.08003245155794221,False,False
mlp_b_15,b,"[32,16]",1.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_1,0.9801920101061781,0.9613491905942775,0.9760424074524421,0.9725278693842991,722,1.499859399998968,111,0.08796788714250038,False,False,147,0.07864576113633166,False,False,128,0.08169568674390648,False,False
mlp_b_16,b,"[32,16]",100.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_1,0.6141078838174274,0.6182572614107884,0.6166666666666667,0.6163439372982942,722,2.9195821000030264,266,0.6663961765446803,False,False,262,0.6676235387910997,False,False,258,0.6674533323183766,False,False
mlp_b_17,b,"[32,16]",100.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_1,0.6141078838174274,0.6182572614107884,0.6166666666666667,0.6163439372982942,722,1.583311500005948,149,0.665817109877148,False,False,149,0.6668031171543518,False,False,152,0.6662947801249706,False,False
mlp_c_00,c,[32],0.01,0.0005,300,False,64,0.0001,adam,relu,outer_fold_1,0.966026039465893,0.9787736034021832,0.9570149522949529,0.9672715317210097,722,1.094644500000868,68,0.008371944277588663,False,False,69,0.008570482626927427,False,False,68,0.008363100996657321,False,False
mlp_c_01,c,[32],0.01,0.001,300,False,64,0.0001,adam,relu,outer_fold_1,0.9653083519884071,0.9794238637654447,0.9572459535194222,0.9673260564244247,722,0.7759326000013971,48,0.0073748863109485445,False,False,49,0.0074804159358019436,False,False,48,0.007382279517925061,False,False
mlp_c_02,c,[32],1.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_1,0.9631949845871053,0.9805452963739201,0.9645397055129639,0.9694266621579963,722,2.661126699997112,165,0.05361752998666755,False,False,178,0.05607538399569567,False,False,178,0.05309180608966655,False,False
mlp_c_03,c,[32],1.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_1,0.964575098937945,0.9801928181279383,0.9644786985794842,0.9697488718817892,722,2.2671145999993314,115,0.052630858710669394,False,False,136,0.0557421775186631,False,False,180,0.049072712046164896,False,False
mlp_c_04,c,[32],100.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_1,0.9493447399814858,0.9535322989239008,0.9415382410893982,0.9481384266649283,722,4.375285599999188,247,0.6430730718224261,False,False,205,0.6466762250624492,False,False,197,0.6504856752973709,False,False
mlp_c_05,c,[32],100.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_1,0.9497883605543767,0.9531754267076048,0.938178062449146,0.9470472832370426,722,2.0571300000010524,106,0.6482822672396262,False,False,136,0.6495612455204818,False,False,115,0.652130515516281,False,False
mlp_c_06,c,[64],0.01,0.0005,300,False,64,0.0001,adam,relu,outer_fold_1,0.9665479741958272,0.9799002403089268,0.9692397612194581,0.9718959919080706,722,1.7338660999957938,53,0.011596255840666179,False,False,53,0.011659075794171095,False,False,51,0.01153680420706608,False,False
mlp_c_07,c,[64],0.01,0.001,300,False,64,0.0001,adam,relu,outer_fold_1,0.96666940774026,0.9806658578218859,0.9694244563519938,0.9722532406380466,722,1.0507932000036817,40,0.01070300937861279,False,False,41,0.010576501138122823,False,False,39,0.010561448587365836,False,False
mlp_c_08,c,[64],1.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_1,0.958112863152782,0.9801833040816951,0.9650701636968555,0.9677887769771109,722,4.8039445000031264,172,0.04860059091202045,False,False,172,0.0514437590694469,False,False,230,0.04488504995293458,False,False
mlp_c_09,c,[64],1.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_1,0.9568673308264245,0.9819051862957607,0.9650702256830916,0.9679475809350923,722,3.098450400000729,118,0.05077146315424015,False,False,91,0.05776711284574593,False,False,119,0.05360195276214778,False,False
mlp_c_10,c,[64],100.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_1,0.9441332177261705,0.9515908337017596,0.9410832894173482,0.9456024469484262,722,4.488822599996638,168,0.6417697068106637,False,False,192,0.6435767349747351,False,False,166,0.6474947131408024,False,False
mlp_c_11,c,[64],100.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_1,0.9442783281586478,0.950898264035068,0.9298784409305413,0.941685011041419,722,3.340310799998406,99,0.6473760284304091,False,False,106,0.6476733425839802,False,False,94,0.6517888933979044,False,False
mlp_c_12,c,"[32,16]",0.01,0.0005,300,False,64,0.0001,adam,relu,outer_fold_1,0.9620624204939887,0.979470257532095,0.9633145714467506,0.9682824164909448,722,1.0784195000014734,59,0.009102523715759987,False,False,60,0.009192710212259026,False,False,58,0.00915667293864608,False,False
mlp_c_13,c,"[32,16]",0.01,0.001,300,False,64,0.0001,adam,relu,outer_fold_1,0.9636030655369239,0.97978811393165,0.9650689710655278,0.9694867168447004,722,0.7487222999989172,41,0.008477881268081133,False,False,42,0.00856762515071951,False,False,40,0.008566519050166999,False,False
mlp_c_14,c,"[32,16]",1.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_1,0.9590407903075664,0.9792080759972656,0.9651124952790202,0.9677871205279507,722,5.12936769999942,300,0.05434082363298284,True,True,294,0.06047461742921025,False,False,300,0.054490596634046484,True,True
mlp_c_15,c,"[32,16]",1.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_1,0.9540307769764,0.9780457823492494,0.9655310187197241,0.9658691926817912,722,2.0621300999991945,117,0.062264215185803135,False,False,109,0.10277522073880588,False,False,143,0.05856431806564325,False,False
mlp_c_16,c,"[32,16]",100.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_1,0.6141078838174274,0.6182572614107884,0.6166666666666667,0.6163439372982942,722,3.9083365999977104,236,0.6660269523566698,False,False,224,0.6675258094393333,False,False,224,0.6671511015663387,False,False
mlp_c_17,c,"[32,16]",100.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_1,0.6141078838174274,0.6182572614107884,0.6166666666666667,0.6163439372982942,722,2.243281699993531,128,0.6657605422378655,False,False,129,0.6666986173461904,False,False,128,0.666315481485088,False,False
mlp_a_00,a,[32],0.01,0.0005,300,False,64,0.0001,adam,relu,outer_fold_2,0.9248166107593452,0.9537906440228967,0.9457591995835211,0.9414554847885878,723,1.1171748999986448,165,0.011536912991012036,False,False,177,0.011207620760907248,False,False,155,0.011408301228371016,False,False
mlp_a_01,a,[32],0.01,0.001,300,False,64,0.0001,adam,relu,outer_fold_2,0.9234773319422854,0.9550298658444398,0.9433663015405929,0.9406244997757728,723,0.7856806000054348,123,0.0092499901539051,False,False,124,0.009510482383499079,False,False,102,0.009879879683230708,False,False
mlp_a_02,a,[32],1.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_2,0.9364781164858286,0.9627054734479791,0.942539455678771,0.9472410152041929,723,1.7959420999977738,268,0.11611891428095024,False,False,242,0.12229114771930714,False,False,271,0.11387055534660775,False,False
mlp_a_03,a,[32],1.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_2,0.9375087399616562,0.962212016920007,0.9440754841148385,0.9479320803321672,723,1.015962400000717,114,0.11998551295405514,False,False,150,0.12285051186503704,False,False,182,0.11660057224675657,False,False
mlp_a_04,a,[32],100.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_2,0.9234755125231622,0.957093452543997,0.9373529682028092,0.9393073110899895,723,1.4280726999932085,206,0.6672728961823745,False,False,203,0.6687081160581817,False,False,212,0.6680452099195169,False,False
mlp_a_05,a,[32],100.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_2,0.9240402109856958,0.9570990224808117,0.9381893964895498,0.9397762099853525,723,0.9279999999998836,131,0.6661007556362966,False,False,133,0.6672143621660614,False,False,134,0.6670099001761384,False,False
mlp_a_06,a,[64],0.01,0.0005,300,False,64,0.0001,adam,relu,outer_fold_2,0.9340853521374193,0.9590042323343304,0.948887274643797,0.9473256197051821,723,1.5885101999956532,160,0.013639574257980312,False,False,188,0.012858004123411365,False,False,153,0.01360645365914677,False,False
mlp_a_07,a,[64],0.01,0.001,300,False,64,0.0001,adam,relu,outer_fold_2,0.9338970329523005,0.9568386910181679,0.9477271713721387,0.9461542984475356,723,1.0435550000038347,118,0.01178587178689007,False,False,116,0.012209254667905957,False,False,99,0.012467733882307147,False,False
mlp_a_08,a,[64],1.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_2,0.9378350120789248,0.9630416074854846,0.9431596737385363,0.9480120977676485,723,1.8040713000009418,190,0.11683833171851629,False,False,211,0.12077317959602518,False,False,181,0.11833358647048313,False,False
mlp_a_09,a,[64],1.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_2,0.935381456088997,0.963937605475957,0.9423899971184053,0.9472363528944531,723,1.08110250000027,108,0.12413692245278676,False,False,129,0.12714182941156427,False,False,109,0.1191614485250694,False,False
mlp_a_10,a,[64],100.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_2,0.9207055273843479,0.9574949589851489,0.9384218624184114,0.9388741162626361,723,1.4463344999967376,146,0.6664040548474371,False,False,158,0.6672330725072364,False,False,145,0.6675227557400203,False,False
mlp_a_11,a,[64],100.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_2,0.9199738129262112,0.9567660383913248,0.9387615622732851,0.9385004711969404,723,0.8821449999959441,96,0.6655077147081201,False,False,89,0.6668552807947185,False,False,96,0.6665766787898408,False,False
mlp_a_12,a,"[32,16]",0.01,0.0005,300,False,64,0.0001,adam,relu,outer_fold_2,0.9343380494115688,0.965412062818944,0.9504686777760629,0.9500729300021918,723,0.8903598000033526,116,0.010618929145368428,False,False,129,0.01047432740175278,False,False,100,0.010709277694120169,False,False
mlp_a_13,a,"[32,16]",0.01,0.001,300,False,64,0.0001,adam,relu,outer_fold_2,0.9297454508765213,0.9647114922671827,0.9500012199540553,0.9481527210325864,723,0.5923650999975507,76,0.009716943967852332,False,False,82,0.009709737699361596,False,False,65,0.009715209838402294,False,False
mlp_a_14,a,"[32,16]",1.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_2,0.9380345806927404,0.9635596649926843,0.9456137758126586,0.9490693404993612,723,1.8065827000027639,266,0.10766061262885852,False,False,212,0.11279270730702318,False,False,225,0.1085681390469058,False,False
mlp_a_15,a,"[32,16]",1.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_2,0.9356289262385762,0.9640108756550065,0.9469442264000776,0.9488613427645535,723,1.062909899999795,123,0.1115808199679315,False,False,170,0.11069239361673625,False,False,123,0.10982509612410699,False,False
mlp_a_16,a,"[32,16]",100.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_2,0.6141078838174274,0.6182572614107884,0.6182572614107884,0.6168741355463347,723,1.9965830000001006,233,0.6667264584537071,False,False,232,0.66780069924009,False,False,242,0.6672001171745263,False,False
mlp_a_17,a,"[32,16]",100.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_2,0.6141078838174274,0.6182572614107884,0.6182572614107884,0.6168741355463347,723,1.136468299999251,137,0.6655593122014486,False,False,134,0.6666862965489028,False,False,135,0.6665977367274312,False,False
mlp_b_00,b,[32],0.01,0.0005,300,False,64,0.0001,adam,relu,outer_fold_2,0.9662519077216861,0.9826450111393699,0.9518228409172943,0.9669065865927835,723,1.0076690000059898,106,0.009614652994879937,False,False,113,0.010181099746351256,False,False,102,0.009595140626401103,False,False
mlp_b_01,b,[32],0.01,0.001,300,False,64,0.0001,adam,relu,outer_fold_2,0.9658806619406428,0.9836842179216911,0.9519677104496691,0.9671775301040011,723,0.7009410999962711,75,0.008155739625595317,False,False,75,0.0105012215951897,False,False,68,0.00836361146497865,False,False
mlp_b_02,b,[32],1.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_2,0.9660115402170972,0.9820152044284635,0.9459655478460278,0.9646640974971962,723,2.0184679000012693,208,0.08090142278048947,False,False,208,0.08813762396999522,False,False,224,0.0784552166288303,False,False
mlp_b_03,b,[32],1.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_2,0.9653217588307512,0.9826047463475224,0.9445267000531246,0.964151068410466,723,1.1971330999949714,133,0.08193213543649297,False,False,128,0.08847283463010522,False,False,120,0.07918067980851397,False,False
mlp_b_04,b,[32],100.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_2,0.9514876989507984,0.9686934784091537,0.9420119710015014,0.9540643827871511,723,3.284103900004993,270,0.6345702338525608,False,False,246,0.642039872401775,False,False,246,0.6356142405520869,False,False
mlp_b_05,b,[32],100.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_2,0.9514241183046764,0.9681189168308724,0.9414942729920783,0.953679102709209,723,1.655549200004316,167,0.6357662812570324,False,False,120,0.6440572764479556,False,False,185,0.634485359564097,False,False
mlp_b_06,b,[64],0.01,0.0005,300,False,64,0.0001,adam,relu,outer_fold_2,0.9617000474840655,0.976567469688695,0.9574243779489859,0.9652306317072488,723,1.5272818000012194,84,0.012536775513978525,False,False,88,0.013301343842450197,False,False,85,0.012275646440814728,False,False
mlp_b_07,b,[64],0.01,0.001,300,False,64,0.0001,adam,relu,outer_fold_2,0.9606913417941362,0.9777781306668472,0.9546511660382808,0.9643735461664212,723,1.1071498000019346,57,0.011488550694661594,False,False,64,0.011654354433686485,False,False,60,0.011094427665652254,False,False
mlp_b_08,b,[64],1.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_2,0.9640693624559002,0.9792352579997503,0.9486577347245069,0.9639874517267192,723,3.0643952999962494,175,0.07814324741012119,False,False,179,0.08737643296774981,False,False,163,0.07710886094195112,False,False
mlp_b_09,b,[64],1.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_2,0.9608355276713785,0.9809049609863102,0.9488213973645312,0.9635206286740733,723,1.5978707000031136,114,0.08057648715306266,False,False,80,0.09448193986536035,False,False,75,0.08051741897790567,False,False
mlp_b_10,b,[64],100.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_2,0.9524246078661411,0.9670820392461505,0.9374873334500108,0.9523313268541008,723,3.543754300000728,209,0.6336422171331205,False,False,164,0.6421689445578718,False,False,214,0.6329804624565063,False,False
mlp_b_11,b,[64],100.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_2,0.9511064725346692,0.9654776748454857,0.9375828916488409,0.9513890130096653,723,2.25802339999791,136,0.6351645559033269,False,False,114,0.6426392691050035,False,False,106,0.635539934998938,False,False
mlp_b_12,b,"[32,16]",0.01,0.0005,300,False,64,0.0001,adam,relu,outer_fold_2,0.952000660429479,0.9700258462892284,0.9532511583913033,0.9584258883700034,723,0.8346772000004421,78,0.009608850946522226,False,False,83,0.010165463200637534,False,False,75,0.009890055150900256,False,False
mlp_b_13,b,"[32,16]",0.01,0.001,300,False,64,0.0001,adam,relu,outer_fold_2,0.9567995113815497,0.9716317396949155,0.9554405447873144,0.9612905986212598,723,0.5656027000004542,52,0.008937964753164537,False,False,59,0.009081209040264965,False,False,54,0.008851647561898462,False,False
mlp_b_14,b,"[32,16]",1.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_2,0.9640779052302406,0.9796342248660026,0.9417579443916257,0.961823358162623,723,2.6051308999958565,265,0.07729867953503053,False,False,229,0.08552380537013766,False,False,267,0.0770723747938895,False,False
mlp_b_15,b,"[32,16]",1.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_2,0.9588980900938509,0.9801950027842825,0.9418765416334349,0.960323211503856,723,1.3911888000002364,136,0.08002915190435188,False,False,140,0.08670740158198219,False,False,119,0.0834216905854031,False,False
mlp_b_16,b,"[32,16]",100.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_2,0.6141078838174274,0.6182572614107884,0.6182572614107884,0.6168741355463347,723,2.6546684999993886,263,0.6661541914029411,False,False,261,0.6672371733548401,False,False,261,0.6672231339426316,False,False
mlp_b_17,b,"[32,16]",100.0,0.001,300,False,64,0.0001,adam,relu,outer_fold_2,0.6141078838174274,0.6182572614107884,0.6182572614107884,0.6168741355463347,723,1.478678100000252,151,0.6653469522723622,False,False,148,0.6664723341611282,False,False,150,0.6663577284429497,False,False
mlp_c_00,c,[32],0.01,0.0005,300,False,64,0.0001,adam,relu,outer_fold_2,0.9610932145953102,0.9608672183350613,0.9675424602183464,0.9631676310495726,723,1.0923563999967882,68,0.008458911757079817,False,False,69,0.008405000015324373,False,False,68,0.008323110156412168,False,False
mlp_c_01,c,[32],0.01,0.001,300,False,64,0.0001,adam,relu,outer_fold_2,0.9628623532648347,0.9597872666093785,0.96800414594736,0.9635512552738578,723,0.7648848999961047,48,0.007434451067167302,False,False,48,0.007424884057163658,False,False,47,0.007412095759054504,False,False
mlp_c_02,c,[32],1.0,0.0005,300,False,64,0.0001,adam,relu,outer_fold_2,0.9689285949098271,0.9623524702579348,0.9685595368478797,0.9666135340052139,723,3.0867073999979766,237,0.05240265558608762,False,False,170,0.05446448358918242,False,False,187,0.05385976066509982,False,False
